op name, kernel name, exec duration (ms), global size, local size, output size
Qcur-10,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-10,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur-10,kernel_gemv_noshuffle_q4_0_f32,0.031400,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-10,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-10,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l10 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l10 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_375,flash_attn_f32_f16_q1_vec,0.089700,256x16x0,256x1x0,128x16x1x1
node_377,kernel_gemv_noshuffle_q4_0_f32,0.042300,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-10,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-10,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-10,kernel_gemv_noshuffle_q4_0_f32,0.109300,3072x4x1,64x4x1,6144x1x1x1
ffn_up-10,kernel_gemv_noshuffle_q4_0_f32,0.112200,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-10,kernel_swiglu,0.006400,512x1x1,512x1x1,6144x1x1x1
ffn_out-10,kernel_gemv_noshuffle_q4_0_f32,0.119700,1024x4x1,64x4x1,2048x1x1x1
l_out-10,kernel_add_row,0.002400,512x0x0,64x0x0,2048x1x1x1
attn_norm-11,kernel_rms_norm_mul,0.005200,1024x1x1,1024x1x1,2048x1x1x1
Qcur-11,kernel_gemv_noshuffle_q4_0_f32,0.044200,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-11,kernel_rms_norm_mul,0.004600,2048x1x1,128x1x1,128x16x1x1
Qcur-11,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-11,kernel_gemv_noshuffle_q4_0_f32,0.031600,512x4x1,64x4x1,1024x1x1x1
Kcur-11,kernel_gemv_noshuffle_q4_0_f32,0.030900,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-11,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-11,kernel_rope_neox_f32,0.003000,512x1x1,64x1x1,128x8x1x1
cache_k_l11 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l11 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_410,flash_attn_f32_f16_q1_vec,0.090100,256x16x0,256x1x0,128x16x1x1
node_412,kernel_gemv_noshuffle_q4_0_f32,0.042600,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-11,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-11,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-11,kernel_gemv_noshuffle_q4_0_f32,0.108400,3072x4x1,64x4x1,6144x1x1x1
ffn_up-11,kernel_gemv_noshuffle_q4_0_f32,0.110600,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-11,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-11,kernel_gemv_noshuffle_q4_0_f32,0.122800,1024x4x1,64x4x1,2048x1x1x1
l_out-11,kernel_add_row,0.002300,512x0x0,64x0x0,2048x1x1x1
attn_norm-12,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
Qcur-12,kernel_gemv_noshuffle_q4_0_f32,0.042800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-12,kernel_rms_norm_mul,0.004300,2048x1x1,128x1x1,128x16x1x1
Qcur-12,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-12,kernel_gemv_noshuffle_q4_0_f32,0.031700,512x4x1,64x4x1,1024x1x1x1
Kcur-12,kernel_gemv_noshuffle_q4_0_f32,0.030900,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-12,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-12,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l12 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l12 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_445,flash_attn_f32_f16_q1_vec,0.090600,256x16x0,256x1x0,128x16x1x1
node_447,kernel_gemv_noshuffle_q4_0_f32,0.041900,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-12,kernel_add_row,0.002300,512x0x0,64x0x0,2048x1x1x1
ffn_norm-12,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-12,kernel_gemv_noshuffle_q4_0_f32,0.107400,3072x4x1,64x4x1,6144x1x1x1
ffn_up-12,kernel_gemv_noshuffle_q4_0_f32,0.107800,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-12,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-12,kernel_gemv_noshuffle_q4_0_f32,0.120500,1024x4x1,64x4x1,2048x1x1x1
l_out-12,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
attn_norm-13,kernel_rms_norm_mul,0.005200,1024x1x1,1024x1x1,2048x1x1x1
Qcur-13,kernel_gemv_noshuffle_q4_0_f32,0.043000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-13,kernel_rms_norm_mul,0.004400,2048x1x1,128x1x1,128x16x1x1
Qcur-13,kernel_rope_neox_f32,0.003000,1024x1x1,64x1x1,128x16x1x1
Vcur-13,kernel_gemv_noshuffle_q4_0_f32,0.032400,512x4x1,64x4x1,1024x1x1x1
Kcur-13,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-13,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-13,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l13 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l13 (view),kernel_set_rows_f16_i64,0.003200,1024x1x1,1024x1x1,1024x40192x1x1
node_480,flash_attn_f32_f16_q1_vec,0.089900,256x16x0,256x1x0,128x16x1x1
node_482,kernel_gemv_noshuffle_q4_0_f32,0.041100,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-13,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-13,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-13,kernel_gemv_noshuffle_q4_0_f32,0.108200,3072x4x1,64x4x1,6144x1x1x1
ffn_up-13,kernel_gemv_noshuffle_q4_0_f32,0.107700,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-13,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-13,kernel_gemv_noshuffle_q4_0_f32,0.118900,1024x4x1,64x4x1,2048x1x1x1
l_out-13,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-14,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-14,kernel_gemv_noshuffle_q4_0_f32,0.040400,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-14,kernel_rms_norm_mul,0.004300,2048x1x1,128x1x1,128x16x1x1
Qcur-14,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-14,kernel_gemv_noshuffle_q4_0_f32,0.031300,512x4x1,64x4x1,1024x1x1x1
Kcur-14,kernel_gemv_noshuffle_q4_0_f32,0.030900,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-14,kernel_rms_norm_mul,0.004000,1024x1x1,128x1x1,128x8x1x1
Kcur-14,kernel_rope_neox_f32,0.002800,512x1x1,64x1x1,128x8x1x1
cache_k_l14 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l14 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_515,flash_attn_f32_f16_q1_vec,0.091400,256x16x0,256x1x0,128x16x1x1
node_517,kernel_gemv_noshuffle_q4_0_f32,0.040300,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-14,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-14,kernel_rms_norm_mul,0.005200,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-14,kernel_gemv_noshuffle_q4_0_f32,0.108000,3072x4x1,64x4x1,6144x1x1x1
ffn_up-14,kernel_gemv_noshuffle_q4_0_f32,0.108100,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-14,kernel_swiglu,0.006300,512x1x1,512x1x1,6144x1x1x1
ffn_out-14,kernel_gemv_noshuffle_q4_0_f32,0.118900,1024x4x1,64x4x1,2048x1x1x1
l_out-14,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-15,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-15,kernel_gemv_noshuffle_q4_0_f32,0.041200,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-15,kernel_rms_norm_mul,0.003600,2048x1x1,128x1x1,128x16x1x1
Qcur-15,kernel_rope_neox_f32,0.003100,1024x1x1,64x1x1,128x16x1x1
Vcur-15,kernel_gemv_noshuffle_q4_0_f32,0.031900,512x4x1,64x4x1,1024x1x1x1
Kcur-15,kernel_gemv_noshuffle_q4_0_f32,0.031100,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-15,kernel_rms_norm_mul,0.003700,1024x1x1,128x1x1,128x8x1x1
Kcur-15,kernel_rope_neox_f32,0.002400,512x1x1,64x1x1,128x8x1x1
cache_k_l15 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l15 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_550,flash_attn_f32_f16_q1_vec,0.089900,256x16x0,256x1x0,128x16x1x1
node_552,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-15,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-15,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-15,kernel_gemv_noshuffle_q4_0_f32,0.106800,3072x4x1,64x4x1,6144x1x1x1
ffn_up-15,kernel_gemv_noshuffle_q4_0_f32,0.108900,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-15,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-15,kernel_gemv_noshuffle_q4_0_f32,0.116900,1024x4x1,64x4x1,2048x1x1x1
l_out-15,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-16,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
Qcur-16,kernel_gemv_noshuffle_q4_0_f32,0.042000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-16,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-16,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-16,kernel_gemv_noshuffle_q4_0_f32,0.031400,512x4x1,64x4x1,1024x1x1x1
Kcur-16,kernel_gemv_noshuffle_q4_0_f32,0.030700,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-16,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-16,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l16 (view),kernel_set_rows_f16_i64,0.003300,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l16 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_585,flash_attn_f32_f16_q1_vec,0.090800,256x16x0,256x1x0,128x16x1x1
node_587,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-16,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-16,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-16,kernel_gemv_noshuffle_q4_0_f32,0.106800,3072x4x1,64x4x1,6144x1x1x1
ffn_up-16,kernel_gemv_noshuffle_q4_0_f32,0.107200,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-16,kernel_swiglu,0.006100,512x1x1,512x1x1,6144x1x1x1
ffn_out-16,kernel_gemv_noshuffle_q4_0_f32,0.116600,1024x4x1,64x4x1,2048x1x1x1
l_out-16,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-17,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-17,kernel_gemv_noshuffle_q4_0_f32,0.041200,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-17,kernel_rms_norm_mul,0.004200,2048x1x1,128x1x1,128x16x1x1
Qcur-17,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-17,kernel_gemv_noshuffle_q4_0_f32,0.031200,512x4x1,64x4x1,1024x1x1x1
Kcur-17,kernel_gemv_noshuffle_q4_0_f32,0.031300,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-17,kernel_rms_norm_mul,0.003800,1024x1x1,128x1x1,128x8x1x1
Kcur-17,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l17 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l17 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_620,flash_attn_f32_f16_q1_vec,0.091400,256x16x0,256x1x0,128x16x1x1
node_622,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-17,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-17,kernel_rms_norm_mul,0.005700,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-17,kernel_gemv_noshuffle_q4_0_f32,0.106900,3072x4x1,64x4x1,6144x1x1x1
ffn_up-17,kernel_gemv_noshuffle_q4_0_f32,0.107600,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-17,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-17,kernel_gemv_noshuffle_q4_0_f32,0.117700,1024x4x1,64x4x1,2048x1x1x1
l_out-17,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-18,kernel_rms_norm_mul,0.005100,1024x1x1,1024x1x1,2048x1x1x1
Qcur-18,kernel_gemv_noshuffle_q4_0_f32,0.040800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-18,kernel_rms_norm_mul,0.004600,2048x1x1,128x1x1,128x16x1x1
Qcur-18,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-18,kernel_gemv_noshuffle_q4_0_f32,0.031500,512x4x1,64x4x1,1024x1x1x1
Kcur-18,kernel_gemv_noshuffle_q4_0_f32,0.030800,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-18,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-18,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l18 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l18 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_655,flash_attn_f32_f16_q1_vec,0.089500,256x16x0,256x1x0,128x16x1x1
node_657,kernel_gemv_noshuffle_q4_0_f32,0.041100,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-18,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-18,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-18,kernel_gemv_noshuffle_q4_0_f32,0.106400,3072x4x1,64x4x1,6144x1x1x1
ffn_up-18,kernel_gemv_noshuffle_q4_0_f32,0.106400,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-18,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-18,kernel_gemv_noshuffle_q4_0_f32,0.117300,1024x4x1,64x4x1,2048x1x1x1
l_out-18,kernel_add_row,0.002700,512x0x0,64x0x0,2048x1x1x1
attn_norm-19,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-19,kernel_gemv_noshuffle_q4_0_f32,0.040800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-19,kernel_rms_norm_mul,0.003700,2048x1x1,128x1x1,128x16x1x1
Qcur-19,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-19,kernel_gemv_noshuffle_q4_0_f32,0.031800,512x4x1,64x4x1,1024x1x1x1
Kcur-19,kernel_gemv_noshuffle_q4_0_f32,0.031000,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-19,kernel_rms_norm_mul,0.003700,1024x1x1,128x1x1,128x8x1x1
Kcur-19,kernel_rope_neox_f32,0.003000,512x1x1,64x1x1,128x8x1x1
cache_k_l19 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l19 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_690,flash_attn_f32_f16_q1_vec,0.090200,256x16x0,256x1x0,128x16x1x1
node_692,kernel_gemv_noshuffle_q4_0_f32,0.040800,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-19,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-19,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-19,kernel_gemv_noshuffle_q4_0_f32,0.105000,3072x4x1,64x4x1,6144x1x1x1
ffn_up-19,kernel_gemv_noshuffle_q4_0_f32,0.107500,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-19,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-19,kernel_gemv_noshuffle_q4_0_f32,0.117700,1024x4x1,64x4x1,2048x1x1x1
l_out-19,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-20,kernel_rms_norm_mul,0.005600,1024x1x1,1024x1x1,2048x1x1x1
Qcur-20,kernel_gemv_noshuffle_q4_0_f32,0.041000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-20,kernel_rms_norm_mul,0.004100,2048x1x1,128x1x1,128x16x1x1
Qcur-20,kernel_rope_neox_f32,0.002900,1024x1x1,64x1x1,128x16x1x1
Vcur-20,kernel_gemv_noshuffle_q4_0_f32,0.031300,512x4x1,64x4x1,1024x1x1x1
Kcur-20,kernel_gemv_noshuffle_q4_0_f32,0.030500,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-20,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-20,kernel_rope_neox_f32,0.002600,512x1x1,64x1x1,128x8x1x1
cache_k_l20 (view),kernel_set_rows_f16_i64,0.002700,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l20 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
node_725,flash_attn_f32_f16_q1_vec,0.090800,256x16x0,256x1x0,128x16x1x1
node_727,kernel_gemv_noshuffle_q4_0_f32,0.041200,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-20,kernel_add_row,0.002400,512x0x0,64x0x0,2048x1x1x1
ffn_norm-20,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-20,kernel_gemv_noshuffle_q4_0_f32,0.107100,3072x4x1,64x4x1,6144x1x1x1
ffn_up-20,kernel_gemv_noshuffle_q4_0_f32,0.105900,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-20,kernel_swiglu,0.006400,512x1x1,512x1x1,6144x1x1x1
ffn_out-20,kernel_gemv_noshuffle_q4_0_f32,0.117900,1024x4x1,64x4x1,2048x1x1x1
l_out-20,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-21,kernel_rms_norm_mul,0.005100,1024x1x1,1024x1x1,2048x1x1x1
Qcur-21,kernel_gemv_noshuffle_q4_0_f32,0.041000,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-21,kernel_rms_norm_mul,0.004500,2048x1x1,128x1x1,128x16x1x1
Qcur-21,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-21,kernel_gemv_noshuffle_q4_0_f32,0.031100,512x4x1,64x4x1,1024x1x1x1
Kcur-21,kernel_gemv_noshuffle_q4_0_f32,0.030400,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-21,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-21,kernel_rope_neox_f32,0.002400,512x1x1,64x1x1,128x8x1x1
cache_k_l21 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l21 (view),kernel_set_rows_f16_i64,0.003100,1024x1x1,1024x1x1,1024x40192x1x1
node_760,flash_attn_f32_f16_q1_vec,0.090200,256x16x0,256x1x0,128x16x1x1
node_762,kernel_gemv_noshuffle_q4_0_f32,0.041200,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-21,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-21,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-21,kernel_gemv_noshuffle_q4_0_f32,0.104600,3072x4x1,64x4x1,6144x1x1x1
ffn_up-21,kernel_gemv_noshuffle_q4_0_f32,0.107500,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-21,kernel_swiglu,0.006200,512x1x1,512x1x1,6144x1x1x1
ffn_out-21,kernel_gemv_noshuffle_q4_0_f32,0.119300,1024x4x1,64x4x1,2048x1x1x1
l_out-21,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-22,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
Qcur-22,kernel_gemv_noshuffle_q4_0_f32,0.041200,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-22,kernel_rms_norm_mul,0.003600,2048x1x1,128x1x1,128x16x1x1
Qcur-22,kernel_rope_neox_f32,0.003100,1024x1x1,64x1x1,128x16x1x1
Vcur-22,kernel_gemv_noshuffle_q4_0_f32,0.031000,512x4x1,64x4x1,1024x1x1x1
Kcur-22,kernel_gemv_noshuffle_q4_0_f32,0.030700,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-22,kernel_rms_norm_mul,0.003900,1024x1x1,128x1x1,128x8x1x1
Kcur-22,kernel_rope_neox_f32,0.002700,512x1x1,64x1x1,128x8x1x1
cache_k_l22 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l22 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_795,flash_attn_f32_f16_q1_vec,0.090300,256x16x0,256x1x0,128x16x1x1
node_797,kernel_gemv_noshuffle_q4_0_f32,0.041500,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-22,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
ffn_norm-22,kernel_rms_norm_mul,0.005500,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-22,kernel_gemv_noshuffle_q4_0_f32,0.108200,3072x4x1,64x4x1,6144x1x1x1
ffn_up-22,kernel_gemv_noshuffle_q4_0_f32,0.110900,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-22,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-22,kernel_gemv_noshuffle_q4_0_f32,0.118900,1024x4x1,64x4x1,2048x1x1x1
l_out-22,kernel_add_row,0.002200,512x0x0,64x0x0,2048x1x1x1
attn_norm-23,kernel_rms_norm_mul,0.005300,1024x1x1,1024x1x1,2048x1x1x1
Qcur-23,kernel_gemv_noshuffle_q4_0_f32,0.041800,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-23,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-23,kernel_rope_neox_f32,0.003100,1024x1x1,64x1x1,128x16x1x1
Vcur-23,kernel_gemv_noshuffle_q4_0_f32,0.031700,512x4x1,64x4x1,1024x1x1x1
Kcur-23,kernel_gemv_noshuffle_q4_0_f32,0.030500,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-23,kernel_rms_norm_mul,0.003600,1024x1x1,128x1x1,128x8x1x1
Kcur-23,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l23 (view),kernel_set_rows_f16_i64,0.002900,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l23 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_830,flash_attn_f32_f16_q1_vec,0.089900,256x16x0,256x1x0,128x16x1x1
node_832,kernel_gemv_noshuffle_q4_0_f32,0.043500,1024x4x1,64x4x1,2048x1x1x1
ffn_inp-23,kernel_add_row,0.002000,512x0x0,64x0x0,2048x1x1x1
ffn_norm-23,kernel_rms_norm_mul,0.005400,1024x1x1,1024x1x1,2048x1x1x1
ffn_gate-23,kernel_gemv_noshuffle_q4_0_f32,0.109600,3072x4x1,64x4x1,6144x1x1x1
ffn_up-23,kernel_gemv_noshuffle_q4_0_f32,0.110300,3072x4x1,64x4x1,6144x1x1x1
ffn_swiglu-23,kernel_swiglu,0.005900,512x1x1,512x1x1,6144x1x1x1
ffn_out-23,kernel_gemv_noshuffle_q4_0_f32,0.122500,1024x4x1,64x4x1,2048x1x1x1
l_out-23,kernel_add_row,0.002100,512x0x0,64x0x0,2048x1x1x1
attn_norm-24,kernel_rms_norm_mul,0.005600,1024x1x1,1024x1x1,2048x1x1x1
Qcur-24,kernel_gemv_noshuffle_q4_0_f32,0.043900,1024x4x1,64x4x1,2048x1x1x1
Qcur_normed-24,kernel_rms_norm_mul,0.004000,2048x1x1,128x1x1,128x16x1x1
Qcur-24,kernel_rope_neox_f32,0.002800,1024x1x1,64x1x1,128x16x1x1
Vcur-24,kernel_gemv_noshuffle_q4_0_f32,0.030800,512x4x1,64x4x1,1024x1x1x1
Kcur-24,kernel_gemv_noshuffle_q4_0_f32,0.032100,512x4x1,64x4x1,1024x1x1x1
Kcur_normed-24,kernel_rms_norm_mul,0.003500,1024x1x1,128x1x1,128x8x1x1
Kcur-24,kernel_rope_neox_f32,0.002500,512x1x1,64x1x1,128x8x1x1
cache_k_l24 (view),kernel_set_rows_f16_i64,0.003700,1024x1x1,1024x1x1,1024x40192x1x1
cache_v_l24 (view),kernel_set_rows_f16_i64,0.002800,1024x1x1,1024x1x1,1024x40192x1x1
node_865,flash_attn_f32_f16_q1_vec,0.090700,256x16x0,256x1x0,128x16x1x1
node_867,kernel_gemv_noshuffle_q4_0_f32,0.041700,1024x4x1,64x4x1,2048x1x1x1
